"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper","fold_enrichment_final","term_name_final","padj_final","neglog10_padj","dataset"
"GO:0048704","embryonic skeletal system morphogenesis",0.0126806016403981,101,1.30529691332131,0.00542992317094075,0.019892997975756,389259,7,73,1.03513035793195,0.520315767175438,0.99014824570132,1.30529691332131,"embryonic skeletal system morphogenesis",0.019892997975756,1.70129976156066,"human_specific"
"GO:0021794","thalamus development",0.0010329135508086,14,2.22122144313235,0.00548076211344346,0.0200638053060596,187919,1,9,1.19943676395289,0.58320742659803,0.99014824570132,2.22122144313235,"thalamus development",0.0200638053060596,1.69758669510946,"human_specific"
"GO:0042117","monocyte activation",0.00136893745503297,17,2.03513447767662,0.00558653170912693,0.0204352839383052,88589,1,9,1.19943676395289,0.58320742659803,0.99014824570132,2.03513447767662,"monocyte activation",0.0204352839383052,1.68961932360042,"human_specific"
"GO:0032098","regulation of appetite",0.0026881340391566,28,1.70700545027724,0.00559541353880099,0.0204520530193194,114012,4,19,2.27261702643706,0.0925369461956295,0.901694242270543,1.70700545027724,"regulation of appetite",0.0204520530193194,1.6892630900914,"human_specific"
"GO:0044839","cell cycle G2/M phase transition",0.0111307192645494,90,1.32509518803952,0.00570405927135776,0.0208331681292337,125552,10,122,0.88483039963738,0.703844225158221,0.99950884189564,1.32509518803952,"cell cycle G2/M phase transition",0.0208331681292337,1.68124468125623,"human_specific"
"GO:0002790","peptide secretion",0.024147182682638,179,1.21482678805358,0.00572490909032485,0.0208932840190613,307951,20,183,1.17977386618317,0.25036489476845,0.99014824570132,1.21482678805358,"peptide secretion",0.0208932840190613,1.67999329198413,"human_specific"
"GO:1903524","positive regulation of blood circulation",0.00436785094605291,41,1.53830993136152,0.00577631962515746,0.0210647548629305,308125,4,26,1.66075859624247,0.216559609191905,0.99014824570132,1.53830993136152,"positive regulation of blood circulation",0.0210647548629305,1.67644359052698,"human_specific"
"GO:0002714","positive regulation of B cell mediated immunity",0.00137564499001584,17,2.0252113246808,0.00584920848115938,0.0212979213173967,217953,1,31,0.348223576631485,0.951049441368612,0.99950884189564,2.0252113246808,"positive regulation of B cell mediated immunity",0.0212979213173967,1.67166278174613,"human_specific"
"GO:0002891","positive regulation of immunoglobulin mediated immune response",0.00137564499001584,17,2.0252113246808,0.00584920848115938,0.0212979213173967,217953,1,31,0.348223576631485,0.951049441368612,0.99950884189564,2.0252113246808,"positive regulation of immunoglobulin mediated immune response",0.0212979213173967,1.67166278174613,"human_specific"
"GO:0140331","aminophospholipid translocation",0.00137758375314873,17,2.02236111318285,0.00592697317545685,0.0215645759495406,82848,1,7,1.54213298222515,0.493704230021401,0.99014824570132,2.02236111318285,"aminophospholipid translocation",0.0215645759495406,1.66625907749416,"human_specific"
"GO:1905475","regulation of protein localization to membrane",0.0179640108457967,137,1.24981305053439,0.00601174800414852,0.0218563092068318,389995,11,128,0.927689372119816,0.648320287741562,0.99950884189564,1.24981305053439,"regulation of protein localization to membrane",0.0218563092068318,1.66042317387928,"human_specific"
"GO:0046631","alpha-beta T cell activation",0.0185644176410854,141,1.24470254985513,0.00614356760625585,0.0223185024718867,291782,13,146,0.961192475222524,0.601919871002276,0.99014824570132,1.24470254985513,"alpha-beta T cell activation",0.0223185024718867,1.65133494907204,"human_specific"
"GO:0032869","cellular response to insulin stimulus",0.0172515773177882,132,1.25392892036847,0.00623435112973973,0.0226310274801155,278721,9,153,0.634995933857414,0.951986173234373,0.99950884189564,1.25392892036847,"cellular response to insulin stimulus",0.0226310274801155,1.6452957280243,"human_specific"
"GO:0043408","regulation of MAPK cascade",0.0729325212343201,497,1.1167679927152,0.00624984274896717,0.0226699707639747,261583,54,484,1.20439311421716,0.0859380352635347,0.901694242270543,1.1167679927152,"regulation of MAPK cascade",0.0226699707639747,1.64454903995521,"human_specific"
"GO:0032836","glomerular basement membrane development",0.001501671348926,18,1.96437956246843,0.00629564535176303,0.0228187176154153,104049,1,7,1.54213298222515,0.493704230021401,0.99014824570132,1.96437956246843,"glomerular basement membrane development",0.0228187176154153,1.64170876606145,"human_specific"
"GO:0032906","transforming growth factor beta2 production",0.000835827582502523,12,2.35283972366851,0.00630733275698827,0.022826309194302,245028,2,6,3.59831029185868,0.100040882521296,0.901694242270543,2.35283972366851,"transforming growth factor beta2 production",0.022826309194302,1.64156430428411,"human_specific"
"GO:0032909","regulation of transforming growth factor beta2 production",0.000835827582502523,12,2.35283972366851,0.00630733275698827,0.022826309194302,245028,2,6,3.59831029185868,0.100040882521296,0.901694242270543,2.35283972366851,"regulation of transforming growth factor beta2 production",0.022826309194302,1.64156430428411,"human_specific"
"GO:0042908","xenobiotic transport",0.00334942295068436,33,1.61462526823668,0.00632514607313239,0.022873381582095,119380,3,37,0.875264665587246,0.679119206686246,0.99950884189564,1.61462526823668,"xenobiotic transport",0.022873381582095,1.6406696249044,"human_specific"
"GO:0034391","regulation of smooth muscle cell apoptotic process",0.0028450846833272,29,1.67043890771376,0.0064714833628231,0.0233848058645977,297249,2,22,0.981357352325094,0.617778088654655,0.99014824570132,1.67043890771376,"regulation of smooth muscle cell apoptotic process",0.0233848058645977,1.63106623115569,"human_specific"
"GO:0071895","odontoblast differentiation",0.00198124028473635,22,1.81975670218668,0.00652526298356864,0.023544088715138,476142,1,13,0.830379298121234,0.717568319586871,0.99950884189564,1.81975670218668,"odontoblast differentiation",0.023544088715138,1.62811811446509,"human_specific"
"GO:0015917","aminophospholipid transport",0.00139185223917414,17,2.00162900493916,0.00652545766238013,0.023544088715138,82848,1,8,1.349366359447,0.540628852210477,0.99014824570132,2.00162900493916,"aminophospholipid transport",0.023544088715138,1.62811811446509,"human_specific"
"GO:0009235","cobalamin metabolic process",0.00127903964311699,16,2.05004679235459,0.00657815091868778,0.0237162274409357,120935,1,9,1.19943676395289,0.58320742659803,0.99014824570132,2.05004679235459,"cobalamin metabolic process",0.0237162274409357,1.62495439338064,"human_specific"
"GO:0001889","liver development",0.0132084266382794,104,1.29035749159079,0.0066093481092505,0.023810664384499,272481,8,94,0.91871752132562,0.651900333645076,0.99950884189564,1.29035749159079,"liver development",0.023810664384499,1.62322848638864,"human_specific"
"GO:0002831","regulation of response to biotic stimulus",0.0430148003601335,303,1.15438988731952,0.00662381145291716,0.0238447191410233,185697,39,435,0.967821388844748,0.611082927023827,0.99014824570132,1.15438988731952,"regulation of response to biotic stimulus",0.0238447191410233,1.62260778860953,"human_specific"
"GO:0044857","plasma membrane raft organization",0.000635856212246979,10,2.57732316988816,0.00664127274626347,0.0238895064243899,124349,1,8,1.349366359447,0.540628852210477,0.99014824570132,2.57732316988816,"plasma membrane raft organization",0.0238895064243899,1.62179282301606,"human_specific"
"GO:0032959","inositol trisphosphate biosynthetic process",0.000636527235956156,10,2.57460616917631,0.00668773099691461,0.0240384530319612,199355,1,6,1.79915514592934,0.44199032929871,0.99014824570132,2.57460616917631,"inositol trisphosphate biosynthetic process",0.0240384530319612,1.61909348431074,"human_specific"
"GO:0045453","bone resorption",0.00795712884464948,67,1.37989553387852,0.0067478133982365,0.0242361086507226,353613,4,49,0.881218846985799,0.677185966842063,0.99950884189564,1.37989553387852,"bone resorption",0.0242361086507226,1.61553710922455,"human_specific"
"GO:0048340","paraxial mesoderm morphogenesis",0.00199065218037265,22,1.81115280828029,0.00686999101469899,0.0246563252179129,476142,1,8,1.349366359447,0.540628852210477,0.99014824570132,1.81115280828029,"paraxial mesoderm morphogenesis",0.0246563252179129,1.60807165022634,"human_specific"
"GO:0002002","regulation of angiotensin levels in blood",0.00106497452321131,14,2.15435175016183,0.00705574545134277,0.0253039130391411,215995,2,12,1.79915514592934,0.307004701941839,0.99014824570132,2.15435175016183,"regulation of angiotensin levels in blood",0.0253039130391411,1.59681231361075,"human_specific"
"GO:0008542","visual learning",0.00590716042014299,52,1.44262141643503,0.0071246491840757,0.0255317812251629,323342,4,37,1.16701955411633,0.452233456234971,0.99014824570132,1.44262141643503,"visual learning",0.0255317812251629,1.5929188855767,"human_specific"
"GO:0006721","terpenoid metabolic process",0.00686822759751544,59,1.40778109914301,0.00714233686462033,0.0255759075535953,201273,9,81,1.19943676395289,0.334760366679941,0.99014824570132,1.40778109914301,"terpenoid metabolic process",0.0255759075535953,1.59216894652977,"human_specific"
"GO:0072348","sulfur compound transport",0.00469500742958351,43,1.50092837645486,0.00718093455366106,0.0256947876247165,202669,6,47,1.37807628198843,0.266579125226775,0.99014824570132,1.50092837645486,"sulfur compound transport",0.0256947876247165,1.59015496754078,"human_specific"
"GO:1900825","regulation of membrane depolarization during cardiac muscle cell action potential",0.000647512659672906,10,2.53092649859435,0.00748470773592253,0.0267503963679883,124349,1,5,2.15898617511521,0.384998754835808,0.99014824570132,2.53092649859435,"regulation of membrane depolarization during cardiac muscle cell action potential",0.0267503963679883,1.57266977853416,"human_specific"
"GO:0034244","negative regulation of transcription elongation by RNA polymerase II",0.000274695489665951,6,3.57954246107433,0.00748718805676832,0.0267503963679883,39949,2,9,2.39887352790579,0.200000257110051,0.989455130949648,3.57954246107433,"negative regulation of transcription elongation by RNA polymerase II",0.0267503963679883,1.57266977853416,"human_specific"
"GO:0031293","membrane protein intracellular domain proteolysis",0.000195230069846002,5,4.19711714961265,0.0075145311594634,0.0268279473277467,61269,2,9,2.39887352790579,0.200000257110051,0.989455130949648,4.19711714961265,"membrane protein intracellular domain proteolysis",0.0268279473277467,1.57141255499619,"human_specific"
"GO:1902475","L-alpha-amino acid transmembrane transport",0.0059294037302235,52,1.43720962851258,0.00761681980088159,0.0271727477004464,247459,6,54,1.19943676395289,0.384301487166557,0.99014824570132,1.43720962851258,"L-alpha-amino acid transmembrane transport",0.0271727477004464,1.56586644362826,"human_specific"
"GO:0043434","response to peptide hormone",0.0387141049264732,274,1.15986952236963,0.00766822702095671,0.0273356497323843,294567,21,330,0.686950146627566,0.97816314800249,0.99950884189564,1.15986952236963,"response to peptide hormone",0.0273356497323843,1.56327059904202,"human_specific"
"GO:0030514","negative regulation of BMP signaling pathway",0.00759305254656965,64,1.38131066607773,0.00777149025698342,0.0276830255486408,134379,7,46,1.64270687237027,0.129142276842116,0.934967825305045,1.38131066607773,"negative regulation of BMP signaling pathway",0.0276830255486408,1.55778644646699,"human_specific"
"GO:0042307","positive regulation of protein import into nucleus",0.00405858197306244,38,1.5343946348233,0.00790840442178231,0.0281404815159274,234114,3,32,1.01202476958525,0.579669015647593,0.99014824570132,1.5343946348233,"positive regulation of protein import into nucleus",0.0281404815159274,1.55066847556079,"human_specific"
"GO:0006935","chemotaxis",0.0465543981852709,325,1.14406431838375,0.00791173865692601,0.0281404815159274,349082,33,343,1.03857935537612,0.436149571970324,0.99014824570132,1.14406431838375,"chemotaxis",0.0281404815159274,1.55066847556079,"human_specific"
"GO:0043476","pigment accumulation",0.0011975458402191,15,2.05270674428835,0.00822034112478038,0.0291944801588282,52368,1,10,1.0794930875576,0.621842193120126,0.99014824570132,2.05270674428835,"pigment accumulation",0.0291944801588282,1.53469925345473,"human_specific"
"GO:0043482","cellular pigment accumulation",0.0011975458402191,15,2.05270674428835,0.00822034112478038,0.0291944801588282,52368,1,10,1.0794930875576,0.621842193120126,0.99014824570132,2.05270674428835,"cellular pigment accumulation",0.0291944801588282,1.53469925345473,"human_specific"
"GO:0006809","nitric oxide biosynthetic process",0.00664509645191215,57,1.40572821994154,0.00827875611118185,0.0293800151626506,259782,5,52,1.03797412265154,0.534334450994514,0.99014824570132,1.40572821994154,"nitric oxide biosynthetic process",0.0293800151626506,1.53194798441187,"human_specific"
"GO:0010603","regulation of cytoplasmic mRNA processing body assembly",0.000867249055799837,12,2.26759351895293,0.00828744414148851,0.0293889319443695,39251,1,7,1.54213298222515,0.493704230021401,0.99014824570132,2.26759351895293,"regulation of cytoplasmic mRNA processing body assembly",0.0293889319443695,1.53181619681596,"human_specific"
"GO:0090200","positive regulation of release of cytochrome c from mitochondria",0.00190480437934031,21,1.80674437189658,0.0083217271477246,0.0294885327595096,58452,4,17,2.53998373542966,0.0657364425338374,0.865914986040704,1.80674437189658,"positive regulation of release of cytochrome c from mitochondria",0.0294885327595096,1.53034683580022,"human_specific"
"GO:0006090","pyruvate metabolic process",0.00832179420246864,69,1.35881369688062,0.00836196988951737,0.0296090883215872,180628,11,97,1.22416741887976,0.285772009672988,0.99014824570132,1.35881369688062,"pyruvate metabolic process",0.0296090883215872,1.52857496454584,"human_specific"
